ERZ917590.48654,0,30062,UniRef50_A0A1H4CHH6,26718,27699	ERZ917590.48654,0,30062,UniRef50_A0A1H4CHH6,26718,27699
ERZ1079237.303450,0,42513,UniRef50_A0A523YTI3,14,1256	ERZ1079237.303450,0,42513,UniRef50_A0A523YTI3,14,1256
NZ_ACZT01000026.1,305227,371267,UniRef50_A0A223MXV4,366854,367955	NZ_ACZT01000026.1,305227,371267,UniRef50_A0A223MXV4,366854,367955
Ga0219051_11,6223743,6407227,UniRef50_A0A523YTI3,6349315,6351100	Ga0219051_11,6223743,6407227,UniRef50_A0A523YTI3,6349315,6351100
NZ_LR213771.1,38868,69378,UniRef50_A0A563W394,40857,41919	NZ_LR213771.1,38868,69378,UniRef50_A0A563W394,40857,41919
ENA|LMDD01000001|LMDD01000001.1,256771,334905,UniRef50_A0A523YTI3,297446,299597	ENA|LMDD01000001|LMDD01000001.1,256771,334905,UniRef50_A0A523YTI3,297446,299597
NC_008600.1,252538,437627,UniRef50_A0A523YTI3,253895,256064	NC_008600.1,252538,437627,UniRef50_A0A523YTI3,253895,256064
NC_008600.1,252538,437627,UniRef50_A0A523YTI3,253895,256064	Ga0111338_11,252518,437605,UniRef50_A0A523YTI3,253874,256043
ERZ1033853.25,0,55278,UniRef50_L7UMT6,37154,37676	ERZ1033853.25,0,55278,UniRef50_L7UMT6,37154,37676
ERZ1033853.25,0,55278,UniRef50_L7UMT6,37154,37676	ENA|ODJP01000162|ODJP01000162.1,7939,62724,UniRef50_L7UMT6,25540,26062
NZ_CP017173.1,721179,830358,UniRef50_A0A524AMH2,788291,788579	NZ_CP017173.1,721179,830358,UniRef50_A0A524AMH2,788291,788579
NZ_CP017173.1,721179,830358,UniRef50_A0A524AMH2,788291,788579	NZ_CP017170.1,712907,822628,UniRef50_A0A524AMH2,780560,780848
NZ_CP017173.1,721179,830358,UniRef50_A0A524AMH2,788291,788579	Ga0415707_01,704187,813896,UniRef50_A0A524AMH2,771828,772116
NZ_CP017173.1,721179,830358,UniRef50_A0A524AMH2,788291,788579	Ga0415710_01,712614,822558,UniRef50_A0A524AMH2,780491,780779
Ga0336575_31,0,54644,UniRef50_A0A373FBT8,39564,40707	Ga0336575_31,0,54644,UniRef50_A0A373FBT8,39564,40707
NZ_NTVY01000025.1,0,45076,UniRef50_A5V1B7,40352,41213	NZ_NTVY01000025.1,0,45076,UniRef50_A5V1B7,40352,41213
ERZ964362.108262,18605,52214,UniRef50_C9PQ75,50218,51256	ERZ964362.108262,18605,52214,UniRef50_C9PQ75,50218,51256
ERZ1034984.582,1533,40220,UniRef50_A0A2U1B962,3520,4483	ERZ1034984.582,1533,40220,UniRef50_A0A2U1B962,3520,4483
NZ_RZHH01000003.1,312397,437882,UniRef50_D4GQN6,313481,314507	NZ_RZHH01000003.1,312397,437882,UniRef50_D4GQN6,313481,314507
ENA|UOWM01000200|UOWM01000200.1,0,49559,UniRef50_Q02MM1,44337,45390	ENA|UOWM01000200|UOWM01000200.1,0,49559,UniRef50_Q02MM1,44337,45390
ENA|UOWM01000200|UOWM01000200.1,0,49559,UniRef50_Q02MM1,44337,45390	Ga0069787_10000344,34656,97323,UniRef50_Q02MM1,92101,93154
NZ_SIRC01000001.1,2309156,2464025,UniRef50_A0A523YTI3,2441867,2443571	NZ_SIRC01000001.1,2309156,2464025,UniRef50_A0A523YTI3,2441867,2443571
Ga0268007_154,12886,63656,UniRef50_Q6D0W6,61373,62399	Ga0268007_154,12886,63656,UniRef50_Q6D0W6,61373,62399
Ga0268007_154,12886,63656,UniRef50_Q6D0W6,61373,62399	ERZ908367.53359,12537,63307,UniRef50_Q6D0W6,13793,14819
Ga0268007_154,12886,63656,UniRef50_Q6D0W6,61373,62399	ERZ907758.29252,12537,63307,UniRef50_Q6D0W6,13793,14819
ENA-OCTW011576396-OCTW011576396.1-gut-metagenome-genome-assembly--contig:-scaffold-1576396-uid-1500521749,0,7441,UniRef50_A0A1K1P0W7,5713,6799	ENA-OCTW011576396-OCTW011576396.1-gut-metagenome-genome-assembly--contig:-scaffold-1576396-uid-1500521749,0,7441,UniRef50_A0A1K1P0W7,5713,6799
ENA|ODFM01000005|ODFM01000005.1,280630,358095,UniRef50_A0A523YTI3,290283,292410	ENA|ODFM01000005|ODFM01000005.1,280630,358095,UniRef50_A0A523YTI3,290283,292410
ENA|ODFM01000005|ODFM01000005.1,280630,358095,UniRef50_A0A523YTI3,290283,292410	NZ_KL544021.1,573991,651451,UniRef50_A0A523YTI3,583648,585775
ENA|ODFM01000005|ODFM01000005.1,280630,358095,UniRef50_A0A523YTI3,290283,292410	ERZ1036535.4,0,170876,UniRef50_A0A523YTI3,159095,161222
ENA|ODFM01000005|ODFM01000005.1,280630,358095,UniRef50_A0A523YTI3,290283,292410	ENA|NNCA01000002|NNCA01000002.1,311611,507944,UniRef50_A0A523YTI3,496163,498290
ENA|ODFM01000005|ODFM01000005.1,280630,358095,UniRef50_A0A523YTI3,290283,292410	ERZ829884.4,23217,98696,UniRef50_A0A523YTI3,32870,34997
ERZ778018.961-NODE-961-length-30738-cov-35.110713,0,30738,UniRef50_Q02MM1,11644,12679	ERZ778018.961-NODE-961-length-30738-cov-35.110713,0,30738,UniRef50_Q02MM1,11644,12679
ERZ778018.961-NODE-961-length-30738-cov-35.110713,0,30738,UniRef50_Q02MM1,11644,12679	JGI26528J50254_1000015,92990,148132,UniRef50_Q02MM1,128898,129933
NZ_CP036434.1,7256856,7449757,UniRef50_A0A523YTI3,7296757,7299229	NZ_CP036434.1,7256856,7449757,UniRef50_A0A523YTI3,7296757,7299229
ENA|MTKT01002511|MTKT01002511.1,14909,162942,UniRef50_B8GB48,101562,102156	ENA|MTKT01002511|MTKT01002511.1,14909,162942,UniRef50_B8GB48,101562,102156
ERZ860354.117,7366,57069,UniRef50_B0MFZ8,7878,8772	ERZ860354.117,7366,57069,UniRef50_B0MFZ8,7878,8772
EJ60DRAFT_scaffold00006.6,35332,117487,UniRef50_A0A3B8NA03,115257,115629	EJ60DRAFT_scaffold00006.6,35332,117487,UniRef50_A0A3B8NA03,115257,115629
Ga0208495_1000735,0,9889,UniRef50_Q2FNL3,2787,3990	Ga0208495_1000735,0,9889,UniRef50_Q2FNL3,2787,3990
Ga0208495_1000735,0,9889,UniRef50_Q2FNL3,2787,3990	Ga0007800_10001663,0,7166,UniRef50_Q2FNL3,5892,7095
Ga0208495_1000735,0,9889,UniRef50_Q2FNL3,2787,3990	Ga0007798_10001371,0,7648,UniRef50_Q2FNL3,4902,6105
Ga0208495_1000735,0,9889,UniRef50_Q2FNL3,2787,3990	Ga0208494_1000327,0,10661,UniRef50_Q2FNL3,4680,5883
Ga0208495_1000735,0,9889,UniRef50_Q2FNL3,2787,3990	Ga0208102_1000520,0,12536,UniRef50_Q2FNL3,10277,11480
ENA|POVV01000008|POVV01000008.1,321453,370388,UniRef50_UPI0010127B74,334340,335201	ENA|POVV01000008|POVV01000008.1,321453,370388,UniRef50_UPI0010127B74,334340,335201
ENA|POVV01000008|POVV01000008.1,321453,370388,UniRef50_UPI0010127B74,334340,335201	ENA|WAGX01000004|WAGX01000004.1,983608,1033779,UniRef50_UPI0010127B74,996495,997356
ENA-OHUV01001106-OHUV01001106.1-human-gut-metagenome-genome-assembly--contig:-NODE-1106-length-12948-cov-4.804855,0,12948,UniRef50_A0A1Y4H4K2,8755,9736	ENA-OHUV01001106-OHUV01001106.1-human-gut-metagenome-genome-assembly--contig:-NODE-1106-length-12948-cov-4.804855,0,12948,UniRef50_A0A1Y4H4K2,8755,9736
ENA|UZTH01002060|UZTH01002060.1,0,11472,UniRef50_Q39WR7,874,2044	ENA|UZTH01002060|UZTH01002060.1,0,11472,UniRef50_Q39WR7,874,2044
ENA|QRGA01000011|QRGA01000011.1,121859,226556,UniRef50_A0A523YTI3,213178,214909	ENA|QRGA01000011|QRGA01000011.1,121859,226556,UniRef50_A0A523YTI3,213178,214909
ERZ795404.135-NODE-135-length-88626-cov-62.412392,4112,64943,UniRef50_A0A2E6EU56,6677,7643	ERZ795404.135-NODE-135-length-88626-cov-62.412392,4112,64943,UniRef50_A0A2E6EU56,6677,7643
NZ_AUTH01000016.1,0,12578,UniRef50_A0A0N8TSW5,6372,7401	NZ_AUTH01000016.1,0,12578,UniRef50_A0A0N8TSW5,6372,7401
NZ_KB894407.1,0,129398,UniRef50_A0A2W4JGP7,36942,37860	NZ_KB894407.1,0,129398,UniRef50_A0A2W4JGP7,36942,37860
ERZ926280.8624,0,9178,UniRef50_A0A347ADR0,6028,7054	ERZ926280.8624,0,9178,UniRef50_A0A347ADR0,6028,7054
ERZ926280.8624,0,9178,UniRef50_A0A347ADR0,6028,7054	ERZ926276.7718,0,9447,UniRef50_A0A347ADR0,681,1707
NZ_BDQL01000012.1,14048,65635,UniRef50_B8CY92,62727,63639	NZ_BDQL01000012.1,14048,65635,UniRef50_B8CY92,62727,63639
NC_015707.1,1047359,1147506,UniRef50_A0A132MGI9,1145463,1146432	NC_015707.1,1047359,1147506,UniRef50_A0A132MGI9,1145463,1146432
NZ_LZGK01000013.1,548663,600390,UniRef50_A0A1B9L140,550829,551840	NZ_LZGK01000013.1,548663,600390,UniRef50_A0A1B9L140,550829,551840
ENA|QWBY01001096|QWBY01001096.1,0,20054,UniRef50_A0A449I9K3,3192,4056	ENA|QWBY01001096|QWBY01001096.1,0,20054,UniRef50_A0A449I9K3,3192,4056
ERZ1026801.254,0,41113,UniRef50_Q39WR7,6561,7419	ERZ1026801.254,0,41113,UniRef50_Q39WR7,6561,7419
ERZ909187.3193,0,29488,UniRef50_A0A139DPQ2,23378,24392	ERZ909187.3193,0,29488,UniRef50_A0A139DPQ2,23378,24392
NC_023044.1,365560,416552,UniRef50_A0A497HX58,367336,368275	NC_023044.1,365560,416552,UniRef50_A0A497HX58,367336,368275
NZ_BEWI01000031.1,734983,882523,UniRef50_A0A523YTI3,870685,872398	NZ_BEWI01000031.1,734983,882523,UniRef50_A0A523YTI3,870685,872398
NC_009659.1,3867670,3999863,UniRef50_UPI0003539356,3935932,3936973	NC_009659.1,3867670,3999863,UniRef50_UPI0003539356,3935932,3936973
ENA-ORBS01002713-ORBS01002713.1-human-gut-metagenome-genome-assembly--contig:-NODE-2713-length-20226-cov-25.960240,0,20226,UniRef50_A0A355V1Z2,19309,20215	ENA-ORBS01002713-ORBS01002713.1-human-gut-metagenome-genome-assembly--contig:-NODE-2713-length-20226-cov-25.960240,0,20226,UniRef50_A0A355V1Z2,19309,20215
ENA-ORDN01004039-ORDN01004039.1-marine-metagenome-genome-assembly--contig:-NODE-4039-length-5931-cov-4.721558,0,5931,UniRef50_Q6D0W6,1981,2965	ENA-ORDN01004039-ORDN01004039.1-marine-metagenome-genome-assembly--contig:-NODE-4039-length-5931-cov-4.721558,0,5931,UniRef50_Q6D0W6,1981,2965
NZ_MTSM01000013.1,63806,92837,UniRef50_Q02MM1,68296,69322	NZ_MTSM01000013.1,63806,92837,UniRef50_Q02MM1,68296,69322
Ga0006573J49613_1048628,0,6779,UniRef50_Q02MM1,4216,5245	Ga0006573J49613_1048628,0,6779,UniRef50_Q02MM1,4216,5245
Ga0006573J49613_1048628,0,6779,UniRef50_Q02MM1,4216,5245	Ga0006573J49613_1048630,0,6500,UniRef50_Q02MM1,1336,2365
Ga0006573J49613_1048628,0,6779,UniRef50_Q02MM1,4216,5245	Ga0207865_103348,0,7920,UniRef50_Q02MM1,2588,3617
Ga0006573J49613_1048628,0,6779,UniRef50_Q02MM1,4216,5245	Ga0207866_1004029,0,8207,UniRef50_Q02MM1,2588,3617
NZ_JH600068.1,4134581,4451725,UniRef50_A0A523YTI3,4410068,4411799	NZ_JH600068.1,4134581,4451725,UniRef50_A0A523YTI3,4410068,4411799
ERZ926354.74688,36431,87741,UniRef50_A0A524AMH2,40265,40649	ERZ926354.74688,36431,87741,UniRef50_A0A524AMH2,40265,40649
ERZ926354.74688,36431,87741,UniRef50_A0A524AMH2,40265,40649	ERZ926391.39188,0,46205,UniRef50_A0A524AMH2,41992,42376
NZ_FUKM01000046.1,75320,154122,UniRef50_Q02MM1,149558,150593	NZ_FUKM01000046.1,75320,154122,UniRef50_Q02MM1,149558,150593
ENA|OVXV01000169|OVXV01000169.1,0,58817,UniRef50_A0A3B8NA03,19845,20187	ENA|OVXV01000169|OVXV01000169.1,0,58817,UniRef50_A0A3B8NA03,19845,20187
ENA|OVXV01000169|OVXV01000169.1,0,58817,UniRef50_A0A3B8NA03,19845,20187	ERZ827028.899,1356,37080,UniRef50_A0A3B8NA03,11877,12219
ENA|OVXV01000169|OVXV01000169.1,0,58817,UniRef50_A0A3B8NA03,19845,20187	ERZ826242.192,0,98079,UniRef50_A0A3B8NA03,48286,48628
ENA|OVXV01000169|OVXV01000169.1,0,58817,UniRef50_A0A3B8NA03,19845,20187	ERZ857564.225,0,78557,UniRef50_A0A3B8NA03,29019,29361
ENA|OVXV01000169|OVXV01000169.1,0,58817,UniRef50_A0A3B8NA03,19845,20187	ENA|UPRG01000292|UPRG01000292.1,0,59991,UniRef50_A0A3B8NA03,39784,40126
NZ_CP023505.1,868484,983412,UniRef50_A0A2C5THW8,899840,900857	NZ_CP023505.1,868484,983412,UniRef50_A0A2C5THW8,899840,900857
ERZ925422.2123,0,13863,UniRef50_A0A373B4T6,767,1721	ERZ925422.2123,0,13863,UniRef50_A0A373B4T6,767,1721
NZ_RCWX01000001.1,1614926,1761587,UniRef50_A0A1R4FVH7,1677545,1678034	NZ_RCWX01000001.1,1614926,1761587,UniRef50_A0A1R4FVH7,1677545,1678034
ENA|UPFW01000134|UPFW01000134.1,4181,75892,UniRef50_A0A523YTI3,42073,44551	ENA|UPFW01000134|UPFW01000134.1,4181,75892,UniRef50_A0A523YTI3,42073,44551
NZ_JWBP01000090.1,0,33633,UniRef50_A0A0F3TB59,1207,2263	NZ_JWBP01000090.1,0,33633,UniRef50_A0A0F3TB59,1207,2263
Ga0078626_13,3632426,3767348,UniRef50_A0A2N6K1I0,3660146,3660800	Ga0078626_13,3632426,3767348,UniRef50_A0A2N6K1I0,3660146,3660800
NZ_JXOE01000007.1,6741,173906,UniRef50_UPI0010A57296,169197,169689	NZ_JXOE01000007.1,6741,173906,UniRef50_UPI0010A57296,169197,169689
Ga0243859_102135,0,10088,UniRef50_B0MFZ8,6483,7101	Ga0243859_102135,0,10088,UniRef50_B0MFZ8,6483,7101
NZ_JHDF01000018.1,540244,573226,UniRef50_Q6D0W6,569983,571018	NZ_JHDF01000018.1,540244,573226,UniRef50_Q6D0W6,569983,571018
Ga0245195_100584,0,36646,UniRef50_A0A373B4T6,31,721	Ga0245195_100584,0,36646,UniRef50_A0A373B4T6,31,721
Ga0245195_100584,0,36646,UniRef50_A0A373B4T6,31,721	ENA|UMEW01067835|UMEW01067835.1,0,8037,UniRef50_A0A373B4T6,2107,2956
ENA|QQOQ01000013|QQOQ01000013.1,41732,160848,UniRef50_A0A4S5CGR8,120849,121884	ENA|QQOQ01000013|QQOQ01000013.1,41732,160848,UniRef50_A0A4S5CGR8,120849,121884
ENA|JAABUY010020858|JAABUY010020858.1,0,4976,UniRef50_A0A5B1BMB4,4416,4824	ENA|JAABUY010020858|JAABUY010020858.1,0,4976,UniRef50_A0A5B1BMB4,4416,4824
NZ_JXMW01000003.1,121517,246458,UniRef50_B8CY92,203408,204188	NZ_JXMW01000003.1,121517,246458,UniRef50_B8CY92,203408,204188
ERZ922462.2266,0,47670,UniRef50_A0A353M3G0,21447,22512	ERZ922462.2266,0,47670,UniRef50_A0A353M3G0,21447,22512
ENA|SJNA01000032|SJNA01000032.1,1832,52869,UniRef50_A0A524AMH2,29914,30256	ENA|SJNA01000032|SJNA01000032.1,1832,52869,UniRef50_A0A524AMH2,29914,30256
ERZ937735.16,0,34919,UniRef50_A0A413QX82,31797,33009	ERZ937735.16,0,34919,UniRef50_A0A413QX82,31797,33009
NZ_CP036317.1,2477839,2565462,UniRef50_Q07765,2482374,2483301	NZ_CP036317.1,2477839,2565462,UniRef50_Q07765,2482374,2483301
ERZ795071.408-NODE-408-length-54046-cov-50.869738,0,54046,UniRef50_A0A364K7L0,50316,50958	ERZ795071.408-NODE-408-length-54046-cov-50.869738,0,54046,UniRef50_A0A364K7L0,50316,50958
ERZ795071.408-NODE-408-length-54046-cov-50.869738,0,54046,UniRef50_A0A364K7L0,50316,50958	ERZ795069.2806-NODE-2806-length-10253-cov-204.106982,0,10253,UniRef50_A0A364K7L0,6524,7166
ERZ795071.408-NODE-408-length-54046-cov-50.869738,0,54046,UniRef50_A0A364K7L0,50316,50958	ERZ795070.684-NODE-684-length-54095-cov-111.372261,0,54095,UniRef50_A0A364K7L0,50365,51007
ERZ795071.408-NODE-408-length-54046-cov-50.869738,0,54046,UniRef50_A0A364K7L0,50316,50958	Ga0207866_1000527,0,54379,UniRef50_A0A364K7L0,3213,3855
ENA|LOED01000044|LOED01000044.1,0,13919,UniRef50_A0A1I6TFD7,6461,7478	ENA|LOED01000044|LOED01000044.1,0,13919,UniRef50_A0A1I6TFD7,6461,7478
NZ_LN901633.1,1699177,1775948,UniRef50_A0A368TLX4,1700828,1701143	NZ_LN901633.1,1699177,1775948,UniRef50_A0A368TLX4,1700828,1701143
ENA|OSOD01003228|OSOD01003228.1,0,14341,UniRef50_W7X295,11321,12404	ENA|OSOD01003228|OSOD01003228.1,0,14341,UniRef50_W7X295,11321,12404
NZ_RHPA01000002.1,1068407,1143404,UniRef50_A0A223MXV4,1140412,1141552	NZ_RHPA01000002.1,1068407,1143404,UniRef50_A0A223MXV4,1140412,1141552
ERZ964751.60584,0,22394,UniRef50_T1AZN4,20107,21268	ERZ964751.60584,0,22394,UniRef50_T1AZN4,20107,21268
Ga0134545_1003836,0,6639,UniRef50_Q02MM1,4639,5641	Ga0134545_1003836,0,6639,UniRef50_Q02MM1,4639,5641
ERZ908095.405392,0,34007,UniRef50_Q02MM1,31615,32650	ERZ908095.405392,0,34007,UniRef50_Q02MM1,31615,32650
NZ_ALAN01000009.1,9071,38815,UniRef50_A5V1B7,12888,13758	NZ_ALAN01000009.1,9071,38815,UniRef50_A5V1B7,12888,13758
NZ_ALAN01000009.1,9071,38815,UniRef50_A5V1B7,12888,13758	ENA|LDNB01000006|LDNB01000006.1,155580,230032,UniRef50_A5V1B7,159397,160267
ERZ917743.19095,99555,216156,UniRef50_A0A3B8NA03,191642,191936	ERZ917743.19095,99555,216156,UniRef50_A0A3B8NA03,191642,191936
ERZ917743.19095,99555,216156,UniRef50_A0A3B8NA03,191642,191936	ERZ915397.52822,59698,176341,UniRef50_A0A3B8NA03,83917,84211
ERZ917743.19095,99555,216156,UniRef50_A0A3B8NA03,191642,191936	ERZ917634.36356,61780,178437,UniRef50_A0A3B8NA03,85999,86293
ERZ1024286.117,0,32123,UniRef50_A0A355V1Z2,14599,15826	ERZ1024286.117,0,32123,UniRef50_A0A355V1Z2,14599,15826
ERZ1024286.117,0,32123,UniRef50_A0A355V1Z2,14599,15826	ERZ1024288.1056,23212,54314,UniRef50_A0A355V1Z2,39386,40613
